DapipId,AgencyId,AgencyName,ProgramId,ProgramName,SequentialId,InitialDateFlag,AccreditationDate,AccreditationStatus,ReviewDate,DepartmentDescription,AccreditationEndDate,EndingActionId
149134,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,1,Actual,1/1/1977 12:00:00 AM,Accredited,1/1/2014,,8/1/2011 12:00:00 AM,1
149143,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,1,Actual,12/1/1974 12:00:00 AM,Accredited,12/31/2029,,,
150400,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,1,Actual,1/1/1975 12:00:00 AM,Accredited,06/30/2027,,,
150190,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,1,Actual,1/1/1973 12:00:00 AM,Accredited,06/30/2022,,11/30/2022 12:00:00 AM,2
150190,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,2,Actual,7/24/2020 12:00:00 AM,Accredited,06/30/2032,,,
146506005,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,1,Actual,7/15/2026 12:00:00 AM,Accredited,12/31/2030,,,
144494002,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,1,Actual,11/8/2021 12:00:00 AM,Accredited,12/31/2033,,,
192749,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,1,Actual,10/24/2008 12:00:00 AM,Accredited,12/31/2025,,5/31/2023 12:00:00 AM,2
147004002,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,1,Actual,7/29/2022 12:00:00 AM,Accredited,06/30/2028,,,
171429004,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,1,Estimated,11/10/2014 12:00:00 AM,Preaccredited,,,10/20/2015 12:00:00 AM,1
125833,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,1,Actual,1/1/1972 12:00:00 AM,Accredited,12/31/2026,,,
126304,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,1,Actual,12/9/2019 12:00:00 AM,Accredited,12/31/2031,,,
100089,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,1,Actual,1/1/1972 12:00:00 AM,Accredited,06/30/2031,,,
100034,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,1,Actual,1/26/2018 12:00:00 AM,Accredited,12/31/2029,,,
100502,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,1,Actual,2/22/2014 12:00:00 AM,Accredited,12/31/2032,,,
100779,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,1,Actual,12/14/2020 12:00:00 AM,Accredited,12/31/2031,,,
101204,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,1,Actual,6/13/2022 12:00:00 AM,Preaccredited,06/30/2033,"College of Science, Engineering and Technology",4/20/2026 12:00:00 AM,
101204,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,2,Actual,4/20/2026 12:00:00 AM,Accredited,06/30/2033,"College of Science, Engineering and Technology",,
127051,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,1,Actual,9/10/2018 12:00:00 AM,Accredited,12/31/2030,Allied Health,,
114327,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,1,Actual,7/26/2019 12:00:00 AM,Preaccredited,12/31/2030,,4/10/2023 12:00:00 AM,1
114327,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,2,Actual,4/10/2023 12:00:00 AM,Accredited,12/31/2030,,,
113908,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,1,Actual,4/22/2022 12:00:00 AM,Preaccredited,05/10/2024,,6/14/2024 12:00:00 AM,2
100609,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,1,Actual,7/19/2024 12:00:00 AM,Accredited,12/31/2028,,,
114071,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,1,Actual,11/3/2010 12:00:00 AM,Accredited,06/15/2028,,,
114071,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,2,Actual,9/27/2007 12:00:00 AM,Preaccredited,,,11/3/2010 12:00:00 AM,99
114080,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,1,Actual,1/27/2023 12:00:00 AM,Accredited,12/31/2033,,,
101037,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,1,Actual,9/14/2020 12:00:00 AM,Accredited,06/30/2032,,,
127583,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,1,Actual,7/15/2026 12:00:00 AM,Accredited,12/30/2030,,,
114983,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,1,Actual,3/9/2020 12:00:00 AM,Preaccredited,03/09/2024,,1/31/2025 12:00:00 AM,1
114983,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,2,Actual,1/31/2025 12:00:00 AM,Accredited,06/30/2032,,,
115092,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,1,Actual,1/1/1978 12:00:00 AM,Accredited,12/31/2024,,8/1/2023 12:00:00 AM,3
115542,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,1,Estimated,1/16/2015 12:00:00 AM,Preaccredited,06/30/2026,,1/25/2019 12:00:00 AM,
115542,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,2,Actual,1/25/2019 12:00:00 AM,Accredited,06/30/2027,,6/5/2026 12:00:00 AM,4
101365,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,1,Actual,11/12/2018 12:00:00 AM,Accredited,06/30/2030,,,
101815,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,1,Actual,11/8/2021 12:00:00 AM,Accredited,06/30/2032,,,
101949,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,1,Actual,6/14/2021 12:00:00 AM,Preaccredited,06/14/2025,,10/21/2024 12:00:00 AM,1
101949,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,2,Actual,10/21/2024 12:00:00 AM,Accredited,06/30/2032,,,
139311,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,1,Actual,11/11/2019 12:00:00 AM,Accredited,12/31/2031,,,
115296,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,1,Actual,5/9/2022 12:00:00 AM,Preaccredited,06/30/2033,,4/20/2026 12:00:00 AM,1
115296,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,2,Actual,4/20/2026 12:00:00 AM,Accredited,06/30/2033,,,
102988,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,1,Actual,1/1/1974 12:00:00 AM,Accredited,12/31/2021,,4/13/2020 12:00:00 AM,3
139621,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,1,Actual,1/1/1977 12:00:00 AM,Accredited,,,6/30/2009 12:00:00 AM,1
128160,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,1,Actual,12/12/2016 12:00:00 AM,Preaccredited,12/31/2028,,7/24/2020 12:00:00 AM,
128160,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,2,Actual,7/24/2020 12:00:00 AM,Accredited,12/31/2028,,,
128364,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,1,Actual,10/20/2025 12:00:00 AM,Accredited,06/30/2030,,,
117016,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,1,Actual,1/1/1971 12:00:00 AM,Accredited,10/31/2025,,10/31/2025 12:00:00 AM,6
116101,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,1,Actual,3/11/2019 12:00:00 AM,Accredited,06/30/2030,,,
101745,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,1,Actual,7/29/2016 12:00:00 AM,Accredited,12/31/2031,,,
101745,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,2,Actual,2/24/2012 12:00:00 AM,Preaccredited,01/01/2016,,7/29/2016 12:00:00 AM,101
102979,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,1,Actual,4/22/2024 12:00:00 AM,Accredited,06/30/2028,,,
128717,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,1,Actual,1/31/2025 12:00:00 AM,Accredited,12/31/2029,,,
129251,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,1,Actual,10/23/2023 12:00:00 AM,Preaccredited,10/23/2027,,,
103015,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,1,Actual,6/13/2022 12:00:00 AM,Preaccredited,06/30/2033,Department of Nutrition and Dietetics,4/20/2026 12:00:00 AM,1
103015,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,2,Actual,4/20/2026 12:00:00 AM,Accredited,06/30/2033,Department of Nutrition and Dietetics,,
116077,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,1,Actual,1/29/2021 12:00:00 AM,Accredited,12/31/2032,,,
102766,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,1,Actual,7/18/2025 12:00:00 AM,Preaccredited,07/18/2029,,,
139384,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,1,Actual,1/1/1977 12:00:00 AM,Accredited,,,6/30/2009 12:00:00 AM,1
139834,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,1,Actual,1/29/2021 12:00:00 AM,Preaccredited,12/31/2024,,4/22/2024 12:00:00 AM,1
139834,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,2,Actual,4/22/2024 12:00:00 AM,Accredited,12/31/2031,,,
139986,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,1,Actual,10/12/2006 12:00:00 AM,Accredited,06/30/2033,,,
139986,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,2,Actual,4/1/2002 12:00:00 AM,Preaccredited,,,10/12/2006 12:00:00 AM,98
140252,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,1,Actual,1/1/1974 12:00:00 AM,Accredited,1/1/2014,,8/27/2018 12:00:00 AM,1
140252,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,2,Actual,1/31/2025 12:00:00 AM,Accredited,06/30/2028,,,
117724,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,1,Actual,1/1/1975 12:00:00 AM,Accredited,12/31/2031,,,
128629,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,1,Actual,1/1/1977 12:00:00 AM,Accredited,06/30/2022,,9/30/2021 12:00:00 AM,2
104744,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,1,Actual,1/1/1972 12:00:00 AM,Accredited,12/31/2026,,,
107345,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,1,Actual,1/28/2022 12:00:00 AM,Accredited,12/31/2027,,,
108108,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,1,Actual,7/1/1973 12:00:00 AM,Accredited,06/30/2027,,,
120087,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,1,Actual,4/11/2022 12:00:00 AM,Preaccredited,06/30/2033,,10/20/2025 12:00:00 AM,3
120087,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,2,Actual,10/20/2025 12:00:00 AM,Accredited,06/30/2033,,,
106801,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,1,Estimated,7/27/2018 12:00:00 AM,Accredited,12/31/2033,Leonard Davis School of Gerontology,,
106801,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,2,Estimated,9/8/2014 12:00:00 AM,Preaccredited,,Leonard Davis School of Gerontology,7/27/2018 12:00:00 AM,98
107451,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,1,Estimated,10/16/2009 12:00:00 AM,Accredited,12/31/2026,,,
107451,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,2,Actual,7/25/2005 12:00:00 AM,Preaccredited,1/1/2014,,10/16/2009 12:00:00 AM,101
108153,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,1,Actual,5/11/2020 12:00:00 AM,Accredited,06/30/2031,,,
118976,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,1,Actual,1/26/2024 12:00:00 AM,Accredited,06/30/2028,,,
108506,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,1,Estimated,1/1/1979 12:00:00 AM,Accredited,,,8/15/2009 12:00:00 AM,1
105905,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,1,Actual,1/30/2026 12:00:00 AM,Preaccredited,01/30/2030,,,
119641,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,1,Actual,6/8/2020 12:00:00 AM,Preaccredited,06/30/2031,,10/23/2023 12:00:00 AM,1
119641,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,2,Actual,10/23/2023 12:00:00 AM,Accredited,06/30/2031,,,
140298,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,1,Actual,1/1/1977 12:00:00 AM,Accredited,,,6/30/2009 12:00:00 AM,1
108746,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,1,Actual,5/9/2016 12:00:00 AM,Preaccredited,07/18/2028,,1/24/2020 12:00:00 AM,1
108746,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,2,Actual,1/24/2020 12:00:00 AM,Accredited,07/18/2028,,,
130138,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,1,Actual,5/14/2018 12:00:00 AM,Accredited,06/30/2030,,,
108913,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,1,Actual,1/1/1976 12:00:00 AM,Accredited,12/31/2029,,,
121080,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,1,Actual,1/1/1975 12:00:00 AM,Accredited,12/31/2030,,,
130253,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,1,Actual,1/1/1991 12:00:00 AM,Accredited,06/30/2033,,,
107664,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,1,Actual,7/19/2024 12:00:00 AM,Accredited,06/30/2029,,,
108366,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,1,Actual,12/14/2020 12:00:00 AM,Accredited,12/31/2032,,,
140711,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,1,Actual,12/10/2018 12:00:00 AM,Accredited,12/31/2031,,,
132356,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,1,Actual,5/10/2021 12:00:00 AM,Accredited,12/31/2031,,,
132365,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,1,Actual,4/11/2022 12:00:00 AM,Accredited,06/30/2033,,,
141316,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,1,Actual,1/1/1979 12:00:00 AM,Accredited,06/30/2031,,,
108852,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,1,Actual,10/23/2023 12:00:00 AM,Preaccredited,10/23/2027,,,
122560,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,1,Actual,6/13/2016 12:00:00 AM,Preaccredited,06/30/2027,,1/24/2020 12:00:00 AM,1
122560,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,2,Actual,1/24/2020 12:00:00 AM,Accredited,06/30/2027,,,
122825,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,1,Actual,10/24/2022 12:00:00 AM,Accredited,12/31/2033,,,
122232,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,1,Actual,1/27/2023 12:00:00 AM,Accredited,12/31/2026,,,
130837,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,1,Actual,11/9/2020 12:00:00 AM,Accredited,12/31/2032,,,
131821,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,1,Actual,10/24/2022 12:00:00 AM,Preaccredited,12/31/2033,,7/15/2026 12:00:00 AM,2
131821,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,2,Actual,7/15/2026 12:00:00 AM,Accredited,12/31/2033,,,
124229,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,1,Actual,1/1/1987 12:00:00 AM,Accredited,,,5/31/2006 12:00:00 AM,1
125134,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,1,Actual,4/26/2021 12:00:00 AM,Preaccredited,06/30/2032,,10/21/2024 12:00:00 AM,1
125134,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,2,Actual,10/21/2024 12:00:00 AM,Accredited,06/30/2032,,,
121309,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,1,Actual,5/9/2016 12:00:00 AM,Preaccredited,06/30/2028,,1/24/2020 12:00:00 AM,1
121309,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,2,Actual,1/24/2020 12:00:00 AM,Accredited,06/30/2028,,,
109420,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,1,Actual,1/1/1977 12:00:00 AM,Accredited,11/1/2012,,12/31/2017 12:00:00 AM,1
132453,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,1,Actual,4/13/2020 12:00:00 AM,Accredited,12/31/2031,,,
133739,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,1,Actual,1/27/2023 12:00:00 AM,Accredited,06/30/2027,,,
133872,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,1,Actual,1/1/1986 12:00:00 AM,Accredited,06/30/2029,,,
140997,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,1,Actual,1/1/1982 12:00:00 AM,Accredited,12/31/2031,,,
141538,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,1,Actual,4/26/2021 12:00:00 AM,Preaccredited,04/26/2025,,1/31/2025 12:00:00 AM,2
141538,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,2,Actual,1/31/2025 12:00:00 AM,Accredited,06/30/2032,,,
122445,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,1,Actual,1/1/1975 12:00:00 AM,Accredited,06/30/2032,,,
123776,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,1,Actual,10/23/2023 12:00:00 AM,Preaccredited,10/23/2027,,,
124344,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,1,Actual,4/10/2023 12:00:00 AM,Preaccredited,04/10/2027,,,
123855,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,1,Actual,6/15/2011 12:00:00 AM,Accredited,06/30/2033,,,
123855,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,2,Actual,1/1/1974 12:00:00 AM,Accredited,12/31/2015,,8/30/2006 12:00:00 AM,100
123855,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,3,Actual,7/21/2008 12:00:00 AM,Preaccredited,,,6/15/2011 12:00:00 AM,98
132578,27,"Academy of Nutrition and Dietetics, Accreditation Council for Education in Nutrition and Dietetics",23,Dietetics (DIET) - Coordinated Program in Dietetics,1,Estimated,1/1/1975 12:00:00 AM,Accredited,,,5/31/2008 12:00:00 AM,1
